gameid,league,split,playoffs,game,patch,blue_team,red_team,blue_ban1,blue_ban2,blue_ban3,blue_ban4,blue_ban5,red_ban1,red_ban2,red_ban3,red_ban4,red_ban5,blue_pick1,blue_pick2,blue_pick3,blue_pick4,blue_pick5,red_pick1,red_pick2,red_pick3,red_pick4,red_pick5,blue_win
ESPORTSTMNT02/1385159,LCK,Summer,0,2,10.12,DRX,Afreeca Freecs,Kalista,Karma,Poppy,Pantheon,Aurelion Sol,Varus,Sett,Nidalee,LeBlanc,Twisted Fate,Kennen,Olaf,Gragas,Ezreal,Yuumi,Jayce,Trundle,Zoe,Aphelios,Nautilus,1
6344-8119,LDL,Summer,0,2,10.12,All Combo,Royal Club,Elise,Thresh,Trundle,Zoe,Orianna,Varus,Graves,Aphelios,Lee Sin,Kindred,Wukong,Olaf,Fiddlesticks,Xayah,Nautilus,Renekton,Gragas,Aatrox,Kai'Sa,Sett,0
ESPORTSTMNT02/1395032,LJL,Summer,0,1,10.12,AXIZ,Sengoku Gaming,Karma,Aatrox,Yuumi,Thresh,Wukong,Varus,Kalista,Fiddlesticks,Nidalee,Elise,Volibear,Trundle,Azir,Aphelios,Pantheon,Camille,Lee Sin,Twisted Fate,Ezreal,Sett,0
6347-8118,LDL,Summer,0,1,10.12,Vici Gaming Potential,WanZhen Esports Club,Renekton,Draven,Nidalee,Hecarim,Malphite,Varus,Kalista,Yuumi,LeBlanc,Fizz,Wukong,Graves,Zoe,Kai'Sa,Nautilus,Ornn,Lee Sin,Syndra,Aphelios,Thresh,1
6246-8117,LPL,Summer,0,1,10.12,LNG Esports,Vici Gaming,Nidalee,Aphelios,Ornn,Sett,Pantheon,Varus,Syndra,,Olaf,Jarvan IV,Volibear,Trundle,Zoe,Kalista,Taric,Renekton,Graves,Galio,Senna,Tahm Kench,1
ESPORTSTMNT02/1395057,VCS,Summer,0,1,10.12,Team Flash,Saigon Buffalo,Senna,Pantheon,Wukong,Twisted Fate,Akali,Sett,Syndra,Galio,Malzahar,Cassiopeia,Renekton,Trundle,Orianna,Kalista,Nautilus,Kennen,Graves,Lissandra,Aphelios,Thresh,1
ESPORTSTMNT02/1385182,LCK,Summer,0,1,10.12,SANDBOX Gaming,T1,Twisted Fate,Ezreal,Sett,Ornn,Wukong,Karma,Aphelios,Olaf,Lee Sin,Jarvan IV,Lucian,Gragas,Syndra,Varus,Tahm Kench,Jayce,Trundle,Azir,Kalista,Blitzcrank,0
ESPORTSTMNT02/1395058,PCS,Summer,0,1,10.12,Liyab Esports,Machi Esports,Kalista,Wukong,Zoe,Yuumi,Nautilus,Varus,Karma,Thresh,Galio,LeBlanc,Jayce,Lee Sin,Ekko,Aphelios,Sett,Volibear,Trundle,Syndra,Ezreal,Bard,0
6344-8122,LDL,Summer,0,3,10.12,All Combo,Royal Club,Elise,Thresh,Trundle,Zoe,Aatrox,Varus,Aphelios,Graves,Lee Sin,Kindred,Wukong,Olaf,Kassadin,Xayah,Nautilus,Renekton,Jarvan IV,Fiddlesticks,Kai'Sa,Sett,1
6246-8120,LPL,Summer,0,2,10.12,Vici Gaming,LNG Esports,Syndra,Graves,Ezreal,Trundle,Olaf,Varus,Nidalee,Sett,Lee Sin,Nautilus,Renekton,Volibear,LeBlanc,Aphelios,Leona,Mordekaiser,Jarvan IV,Zoe,Kalista,Thresh,1
6347-8123,LDL,Summer,0,2,10.12,Vici Gaming Potential,WanZhen Esports Club,Renekton,Draven,Karma,Hecarim,Lucian,Varus,Sett,LeBlanc,Zoe,Wukong,Aatrox,Olaf,Diana,Kalista,Nautilus,Jayce,Nidalee,Syndra,Ashe,Thresh,1
ESPORTSTMNT02/1395082,LJL,Summer,0,1,10.12,AXIZ,Rascal Jester,Katarina,Karma,Aphelios,Galio,Rek'Sai,Varus,Syndra,LeBlanc,Azir,Corki,Renekton,Fiddlesticks,Tristana,Kalista,Thresh,Ornn,Lee Sin,Malzahar,Ezreal,Sett,0
ESPORTSTMNT05/1520644,TCL,Summer,0,1,10.12,Galatasaray Esports,İstanbul Wildcats,Wukong,Sett,Ezreal,Mordekaiser,Aatrox,Syndra,Volibear,Varus,Trundle,Gragas,Poppy,Elise,Orianna,Aphelios,Nautilus,Ornn,Jarvan IV,Kassadin,Miss Fortune,Thresh,0
ESPORTSTMNT02/1395089,PCS,Summer,0,1,10.12,Resurgence,J Team,Yuumi,Trundle,Galio,Orianna,Braum,Karma,Zoe,Syndra,Mordekaiser,Ornn,Akali,Olaf,Twisted Fate,Kalista,Thresh,Wukong,Graves,Morgana,Ezreal,Nautilus,0
ESPORTSTMNT02/1395091,VCS,Summer,0,2,10.12,Saigon Buffalo,Team Flash,Sett,Syndra,Trundle,Renekton,Galio,Senna,Wukong,Thresh,Twisted Fate,Mordekaiser,Aatrox,Lee Sin,Neeko,Varus,Nautilus,Ornn,Nidalee,Orianna,Kalista,Pantheon,0
6246-8121,LPL,Summer,0,3,10.12,LNG Esports,Vici Gaming,LeBlanc,Kalista,Kai'Sa,Renekton,Thresh,Varus,Aphelios,Syndra,Twisted Fate,Bard,Ornn,Graves,Zoe,Ezreal,Nautilus,Kayle,Nidalee,Sett,Ashe,Leona,0
6346-8124,LDL,Summer,0,1,10.12,Invictus Gaming Young,Oh My Dream,Varus,Elise,Zoe,Ezreal,Aphelios,Graves,Nidalee,Kindred,Nautilus,Taric,Wukong,Ekko,Pantheon,Ashe,Thresh,Renekton,Karthus,Pyke,Ziggs,Sett,1
ESPORTSTMNT05/1520648,TCL,Summer,0,1,10.12,Papara SuperMassive,Beşiktaş Esports,Fiora,Volibear,Sett,Ekko,Syndra,Kalista,Karma,Zoe,Thresh,Rakan,Aatrox,Olaf,Orianna,Aphelios,Lulu,Cho'Gath,Trundle,Sylas,Ezreal,Braum,1
ESPORTSTMNT02/1395103,LJL,Summer,0,1,10.12,Crest Gaming Act,Rascal Jester,Karma,Lulu,Aphelios,Malzahar,Rek'Sai,Varus,Draven,LeBlanc,Azir,Zoe,Wukong,Graves,Kalista,Cassiopeia,Nautilus,Ornn,Lee Sin,Katarina,Ezreal,Yuumi,1
ESPORTSTMNT02/1385241,LCK,Summer,0,2,10.12,T1,SANDBOX Gaming,Karma,Olaf,Aphelios,Senna,Kai'Sa,Varus,Ezreal,Twisted Fate,Taric,Nautilus,Kennen,Trundle,Azir,Kalista,Rakan,Lucian,Gragas,Irelia,Syndra,Sett,1
ESPORTSTMNT02/1395112,PCS,Summer,0,1,10.12,ahq eSports Club,Liyab Esports,Karma,Nidalee,Kalista,Thresh,Ornn,Varus,Aphelios,Zoe,Yuumi,Braum,Wukong,Graves,Galio,Ezreal,Leona,Renekton,Trundle,Syndra,Ashe,Bard,0
ESPORTSTMNT02/1395118,VCS,Summer,0,1,10.12,CERBERUS Esports,EVOS Esports,Nidalee,Elise,Kalista,Orianna,Azir,Varus,Zoe,Syndra,Thresh,Nautilus,Mordekaiser,Trundle,Twisted Fate,Aphelios,Bard,Volibear,Graves,Galio,Ezreal,Karma,1
6247-8125,LPL,Summer,0,1,10.12,Rogue Warriors,JD Gaming,LeBlanc,Twisted Fate,Ornn,Bard,Zoe,Varus,Aphelios,Syndra,Jax,Azir,Sett,Graves,Karma,Kalista,Nautilus,Volibear,Nidalee,Qiyana,Ezreal,Leona,0
6346-8126,LDL,Summer,0,2,10.12,Invictus Gaming Young,Oh My Dream,Varus,Elise,Sett,Ezreal,Aphelios,Graves,Kindred,Nidalee,Nautilus,Ashe,Wukong,Ekko,Pantheon,Kai'Sa,Leona,Renekton,Karthus,Pyke,Sivir,Yuumi,1
ESPORTSTMNT05/1520649,TCL,Summer,0,1,10.12,5 Ronin,Team AURORA,Sett,Volibear,Aphelios,Urgot,Ornn,Kindred,Taliyah,Wukong,Ezreal,Senna,Kalista,Elise,Azir,Sivir,Braum,Poppy,Graves,Syndra,Varus,Nautilus,0
6247-8127,LPL,Summer,0,2,10.12,Rogue Warriors,JD Gaming,Volibear,Twisted Fate,Nidalee,Ornn,Wukong,Varus,Aphelios,Syndra,Renekton,Jax,Gangplank,Graves,Azir,Ashe,Thresh,Mordekaiser,Kindred,Sylas,Kalista,Taric,1
ESPORTSTMNT05/1510642,LCL,Summer,0,1,10.12,CrowCrowd,Elements Pro Gaming,Rek'Sai,Karma,Yuumi,Ezreal,Miss Fortune,Aphelios,Syndra,Varus,Viktor,Yasuo,Volibear,Nidalee,Zoe,Kalista,Nautilus,Ornn,Graves,Azir,Heimerdinger,Blitzcrank,1
ESPORTSTMNT02/1395132,VCS,Summer,0,2,10.12,EVOS Esports,CERBERUS Esports,Zoe,Thresh,Bard,Mordekaiser,Volibear,Nidalee,Kalista,Syndra,Elise,Braum,Renekton,Kindred,Karma,Aphelios,Taric,Ornn,Trundle,Orianna,Ezreal,Nautilus,0
ESPORTSTMNT02/1395133,LJL,Summer,0,1,10.12,Sengoku Gaming,Crest Gaming Act,Kalista,Trundle,Ashe,Zoe,Renekton,Karma,Twisted Fate,Varus,Aatrox,Wukong,Camille,Lee Sin,Galio,Ezreal,Yuumi,Ornn,Graves,Corki,Aphelios,Thresh,0
ESPORTSTMNT02/1395143,PCS,Summer,0,1,10.12,Alpha Esports,PSG Talon,Twisted Fate,Nidalee,Syndra,Lissandra,Azir,Aphelios,Kalista,Varus,LeBlanc,Zoe,Mordekaiser,Trundle,Ekko,Kai'Sa,Nautilus,Gangplank,Graves,Karma,Ezreal,Braum,0
ESPORTSTMNT05/1520651,TCL,Summer,0,1,10.12,1907 Fenerbahçe Esports,Royal Youth,Shaco,Trundle,Ornn,Mordekaiser,Sett,Volibear,Syndra,Wukong,,Renekton,Malphite,Olaf,Azir,Varus,Tahm Kench,Aatrox,Graves,Cassiopeia,Ashe,Nautilus,1
6247-8128,LPL,Summer,0,3,10.12,JD Gaming,Rogue Warriors,Azir,Thresh,Syndra,Rek'Sai,Nautilus,Varus,Nidalee,Graves,Twisted Fate,LeBlanc,Wukong,Lee Sin,Corki,Aphelios,Bard,Volibear,Sett,Zoe,Kalista,Blitzcrank,1
ESPORTSTMNT05/1510647,LCL,Summer,0,1,10.12,Gambit Esports,Vega Squadron,,,Ezreal,Sivir,Miss Fortune,Volibear,Yuumi,Aphelios,Nidalee,Olaf,Wukong,Lee Sin,Ryze,Varus,Thresh,Mordekaiser,Trundle,Lucian,Karma,Soraka,1
ESPORTSTMNT05/1520653,TCL,Summer,0,1,10.12,Galakticos,Dark Passage,Volibear,Thresh,Varus,Olaf,Jarvan IV,Kalista,Ezreal,Syndra,Zoe,Orianna,Ornn,Graves,Kassadin,Aphelios,Lulu,Sett,Trundle,Azir,Miss Fortune,Nautilus,1
ESPORTSTMNT02/1385297,PCS,Summer,0,1,10.12,ahq eSports Club,Nova Esports,Kalista,Nidalee,Orianna,Thresh,Karma,Syndra,Varus,Rek'Sai,Mordekaiser,Leona,Renekton,Graves,Galio,Ezreal,Sett,Wukong,Trundle,Corki,Aphelios,Lulu,1
ESPORTSTMNT05/1510658,LCL,Summer,0,1,10.12,Unicorns Of Love.CIS,One Breath Gaming,Graves,Ornn,Karma,Cassiopeia,LeBlanc,Wukong,Syndra,Kalista,Orianna,Zoe,Gangplank,Trundle,Ryze,Varus,Thresh,Mordekaiser,Lee Sin,Twisted Fate,Aphelios,Nautilus,1
ESPORTSTMNT02/1385309,CBLOL,Split 2,0,1,10.12,Flamengo Esports,paiN Gaming,Syndra,Wukong,Orianna,,,Varus,Thresh,Aphelios,Tahm Kench,Lee Sin,Renekton,Elise,Twisted Fate,Ezreal,Nautilus,Mordekaiser,Graves,LeBlanc,Kalista,Leona,0
ESPORTSTMNT05/1510665,LCL,Summer,0,1,10.12,Dragon Army,RoX,Yorick,Kalista,Karma,Zoe,Nidalee,Syndra,Jayce,Karthus,Mordekaiser,Ornn,Malphite,Olaf,Orianna,Ezreal,Yuumi,Wukong,Kindred,Lulu,Aphelios,Taric,1
ESPORTSTMNT02/1385332,CBLOL,Split 2,0,1,10.12,Vivo Keyd,Santos e-Sports,Wukong,Viktor,Ziggs,LeBlanc,Kassadin,Varus,Aphelios,Volibear,Nidalee,Jarvan IV,Renekton,Trundle,Azir,Ezreal,Yuumi,Hecarim,Graves,Orianna,Ashe,Nautilus,0
ESPORTSTMNT02/1385351,CBLOL,Split 2,0,1,10.12,INTZ,FURIA Esports,Senna,Thresh,Aphelios,Renekton,Wukong,Varus,Trundle,Ezreal,Graves,Sett,Volibear,Zac,Orianna,Kalista,Pantheon,Karma,Olaf,Azir,Ashe,Braum,1
ESPORTSTMNT02/1385355,CBLOL,Split 2,0,1,10.12,KaBuM! e-Sports,Prodigy Esports,Trundle,Volibear,Wukong,Irelia,,Kalista,Varus,Thresh,Jarvan IV,Olaf,Jayce,Nidalee,Orianna,Senna,Maokai,Camille,Sett,Syndra,Aphelios,Lulu,1
ESPORTSTMNT02/1385363,LLA,Closing,0,1,10.12,Furious Gaming,All Knights,Kalista,Sett,Trundle,Twisted Fate,Aatrox,Varus,Volibear,Syndra,LeBlanc,Camille,Renekton,Lee Sin,Corki,Aphelios,Thresh,Gangplank,Pantheon,Zoe,Ezreal,Braum,1
ESPORTSTMNT02/1385370,LCS,Summer,0,1,10.12,100 Thieves,Team SoloMid,Graves,Yuumi,Twisted Fate,Zilean,LeBlanc,Aphelios,Syndra,Trundle,Ornn,Zoe,Aatrox,Olaf,Azir,Varus,Thresh,Gangplank,Volibear,Orianna,Kalista,Blitzcrank,0
ESPORTSTMNT02/1385372,LLA,Closing,0,1,10.12,Pixel Esports Club,Rainbow7,Karma,Ezreal,Thresh,Ornn,LeBlanc,Varus,Senna,Syndra,Mordekaiser,Orianna,Sett,Jarvan IV,Ziggs,Miss Fortune,Yuumi,Renekton,Trundle,Twisted Fate,Aphelios,Braum,0
ESPORTSTMNT02/1385383,LCS,Summer,0,1,10.12,Cloud9,Immortals,Graves,Trundle,Orianna,Yuumi,Urgot,Varus,Olaf,Syndra,Jayce,Gangplank,Wukong,Lee Sin,Twisted Fate,Kalista,Thresh,Aatrox,Ivern,Zoe,Ezreal,Nautilus,1
ESPORTSTMNT02/1385388,LLA,Closing,0,1,10.12,Infinity Esports,XTEN Esports,Elise,Lee Sin,Aphelios,Tahm Kench,Twisted Fate,Varus,Kalista,Sett,LeBlanc,Zoe,Wukong,Gragas,Ekko,Ezreal,Braum,Renekton,Trundle,Corki,Syndra,Senna,1
ESPORTSTMNT02/1385399,LCS,Summer,0,1,10.12,Golden Guardians,FlyQuest,Trundle,Syndra,Yuumi,Sett,Maokai,Varus,Kalista,Aphelios,Volibear,Wukong,Jayce,Lee Sin,Twisted Fate,Ezreal,Tahm Kench,Ornn,Graves,Orianna,Senna,Blitzcrank,1
ESPORTSTMNT02/1385401,LLA,Closing,0,1,10.12,Isurus,Azules Esports,Azir,Galio,Senna,Gangplank,Trundle,Varus,Syndra,Karma,Twisted Fate,Orianna,Volibear,Sett,LeBlanc,Kalista,Blitzcrank,Aatrox,Lee Sin,Zoe,Aphelios,Thresh,1
ESPORTSTMNT02/1385405,LCS,Summer,0,1,10.12,Evil Geniuses,Dignitas,Ornn,Thresh,Syndra,Nautilus,Wukong,Varus,Twisted Fate,Aphelios,LeBlanc,Ekko,Jayce,Trundle,Corki,Ezreal,Yuumi,Volibear,Lee Sin,Orianna,Kai'Sa,Bard,1
6348-8129,LDL,Summer,0,1,10.12,Top Esports Challenger,EDG Youth Team,Jayce,Wukong,Corki,LeBlanc,Renekton,Nocturne,Varus,Trundle,Ornn,Mordekaiser,Darius,Ekko,Talon,Aphelios,Nautilus,Camille,Graves,Galio,Ashe,Thresh,1
6348-8130,LDL,Summer,0,2,10.12,EDG Youth Team,Top Esports Challenger,Trundle,Ekko,Ornn,Galio,Twisted Fate,Jayce,Wukong,Syndra,Corki,Mordekaiser,Camille,Olaf,LeBlanc,Ezreal,Yuumi,Poppy,Kindred,Karma,Aphelios,Thresh,0
6349-8132,LDL,Summer,0,1,10.12,V5 87,Bilibili Gaming Junior,Renekton,Aphelios,Thresh,Karma,Galio,Varus,Sett,Nidalee,Lee Sin,Olaf,Jayce,Volibear,Fiddlesticks,Ezreal,Yuumi,Wukong,Graves,Twisted Fate,Ashe,Leona,0
6350-8131,LDL,Summer,0,1,10.12,JingNetGame,LinGan e-Sports,Draven,Trundle,Zoe,Ornn,Thresh,Varus,Graves,Syndra,Kalista,Kennen,Mordekaiser,Rek'Sai,LeBlanc,Kai'Sa,Sett,Renekton,Lee Sin,Galio,Aphelios,Taric,0
ESPORTSTMNT02/1385468,CK,Summer,0,1,10.12,Jin Air Green Wings,Element Mystic,Sett,Yuumi,Twisted Fate,Thresh,Nautilus,Varus,Zoe,Ornn,Jayce,Aatrox,Mordekaiser,Trundle,Syndra,Ezreal,Karma,Volibear,Graves,Fiddlesticks,Aphelios,Bard,1
6350-8134,LDL,Summer,0,2,10.12,JingNetGame,LinGan e-Sports,Draven,Kalista,LeBlanc,Taric,Braum,Varus,Graves,Syndra,Lee Sin,Ekko,Renekton,Elise,Irelia,Aphelios,Thresh,Ornn,Trundle,Zoe,Ashe,Tahm Kench,1
6349-8133,LDL,Summer,0,2,10.12,V5 87,Bilibili Gaming Junior,Renekton,Thresh,Graves,Twisted Fate,Wukong,Varus,Sett,Nidalee,Nautilus,Taric,Camille,Trundle,Galio,Kalista,Alistar,Mordekaiser,Lee Sin,Azir,Ashe,Leona,1
ESPORTSTMNT02/1385474,CK,Summer,0,2,10.12,Element Mystic,Jin Air Green Wings,Kalista,Karma,Syndra,Braum,Alistar,Varus,Sett,Yuumi,Lucian,Ornn,Wukong,Trundle,Lux,Aphelios,Nautilus,Malphite,Nidalee,Zoe,Ezreal,Leona,1
6350-8136,LDL,Summer,0,3,10.12,JingNetGame,LinGan e-Sports,Draven,Kalista,LeBlanc,Diana,Trundle,Graves,Syndra,Kennen,Sylas,Elise,Poppy,Gragas,Irelia,Aphelios,Thresh,Renekton,Lee Sin,Galio,Ashe,Taric,1
6349-8137,LDL,Summer,0,3,10.12,V5 87,Bilibili Gaming Junior,Thresh,Graves,Renekton,Leona,Nautilus,Varus,Sett,Kalista,Syndra,Mordekaiser,Ornn,Trundle,Viktor,Wukong,Senna,Kayle,Nidalee,Pantheon,Aphelios,Taric,1
6248-8135,LPL,Summer,0,1,10.12,Dominus Esports,EDward Gaming,Kalista,Galio,Sett,Yuumi,Karma,Varus,Trundle,Syndra,Wukong,Volibear,Mordekaiser,Rek'Sai,Azir,Aphelios,Thresh,Ornn,Lee Sin,LeBlanc,Ezreal,Nautilus,1
ESPORTSTMNT02/1385481,CK,Summer,0,3,10.12,Jin Air Green Wings,Element Mystic,Sett,Trundle,Lux,Twisted Fate,Lucian,Varus,Syndra,Karma,Nidalee,Nautilus,Ornn,Lee Sin,Zoe,Aphelios,Braum,Mordekaiser,Olaf,Tristana,Kalista,Thresh,1
6351-8139,LDL,Summer,0,1,10.12,Joy Dream,LGD Gaming Young Team,Nocturne,Pantheon,Graves,Thresh,Fizz,LeBlanc,Varus,Yuumi,Ezreal,Miss Fortune,Renekton,Rek'Sai,Syndra,Ashe,Braum,Wukong,Trundle,Karma,Aphelios,Rakan,0
6352-8140,LDL,Summer,0,1,10.12,Rogue Warriors Shark,LNG Academy,Karma,Zoe,Ashe,Leona,Nautilus,Varus,Syndra,Aphelios,Thresh,Sett,Ornn,Lee Sin,LeBlanc,Kalista,Braum,Volibear,Graves,Lissandra,Kai'Sa,Alistar,0
6248-8138,LPL,Summer,0,2,10.12,EDward Gaming,Dominus Esports,Trundle,Syndra,Yuumi,Zoe,Wukong,Varus,Galio,Kalista,LeBlanc,Karma,Ornn,Lee Sin,Azir,Ezreal,Nautilus,Volibear,Rek'Sai,Zilean,Aphelios,Thresh,0
ESPORTSTMNT02/1385485,CK,Summer,0,1,10.12,OZ Gaming,Griffin,Karma,Kalista,Twisted Fate,Elise,Rek'Sai,Varus,Syndra,Aphelios,Leona,Ornn,Wukong,Trundle,Zoe,Ezreal,Braum,Sylas,Kayn,Jayce,Kai'Sa,Nautilus,0
6352-8141,LDL,Summer,0,2,10.12,Rogue Warriors Shark,LNG Academy,Karma,Graves,Nidalee,LeBlanc,Jax,Varus,Syndra,Trundle,Ornn,Fizz,Akali,Rek'Sai,Twisted Fate,Aphelios,Thresh,Mordekaiser,Lee Sin,Galio,Ashe,Leona,1
6351-8142,LDL,Summer,0,2,10.12,LGD Gaming Young Team,Joy Dream,LeBlanc,Yuumi,Syndra,Twisted Fate,Orianna,Nocturne,Nidalee,Varus,Ezreal,Ashe,Wukong,Graves,Karma,Kai'Sa,Nautilus,Renekton,Rek'Sai,Diana,Aphelios,Thresh,0
6249-8143,LPL,Summer,0,1,10.12,FunPlus Phoenix,Victory Five,Thresh,Ornn,Kalista,Bard,Sett,Varus,Galio,Aphelios,Nautilus,Orianna,Wukong,Graves,Karma,Ezreal,Braum,Renekton,Nidalee,Fiddlesticks,Ashe,Leona,0
ESPORTSTMNT02/1385504,CK,Summer,0,2,10.12,Griffin,OZ Gaming,Kalista,Karma,Wukong,Ornn,Azir,Varus,Syndra,Jayce,Kayn,Elise,Aatrox,Lee Sin,Twisted Fate,Aphelios,Nautilus,Camille,Trundle,Galio,Ezreal,Leona,1
6352-8144,LDL,Summer,0,3,10.12,Rogue Warriors Shark,LNG Academy,Karma,Nidalee,Graves,Lee Sin,Mordekaiser,Varus,Syndra,Aphelios,Galio,Twisted Fate,Wukong,Trundle,Viktor,Kalista,Thresh,Jax,Olaf,LeBlanc,Ezreal,Yuumi,1
6249-8145,LPL,Summer,0,2,10.12,Victory Five,FunPlus Phoenix,Galio,Karma,Kalista,Kayle,Kassadin,Varus,Nidalee,Aphelios,Bard,Yuumi,Ornn,Graves,Zoe,Ezreal,Leona,Sylas,Trundle,Orianna,Ashe,Thresh,0
6351-8146,LDL,Summer,0,3,10.12,Joy Dream,LGD Gaming Young Team,Nocturne,Pantheon,Renekton,Taric,Nautilus,LeBlanc,Yuumi,Varus,Syndra,Twisted Fate,Mordekaiser,Rek'Sai,Orianna,Aphelios,Thresh,Fiora,Kindred,Karma,Kalista,Sett,1
6249-8147,LPL,Summer,0,3,10.12,FunPlus Phoenix,Victory Five,Nidalee,Kalista,Thresh,Ornn,Renekton,Varus,Galio,Aphelios,Orianna,Karma,Volibear,Graves,Rumble,Ashe,Nautilus,Wukong,Trundle,Syndra,Ezreal,Bard,1
ESPORTSTMNT02/1395463,BRCC,,0,1,10.12,RED Canids,Rensga eSports,Olaf,Graves,Karma,Twisted Fate,LeBlanc,Varus,Ezreal,Syndra,Thresh,Trundle,Volibear,Rek'Sai,Azir,Aphelios,Leona,Kalista,Lee Sin,Orianna,Senna,Wukong,1
ESPORTSTMNT02/1395478,BRCC,,0,1,10.12,Falkol,Havan Liberty Gaming,Kalista,Graves,Volibear,Braum,Leona,Varus,Syndra,Sett,Twisted Fate,Ornn,Wukong,Trundle,Orianna,Miss Fortune,Nautilus,Karma,Lee Sin,Azir,Aphelios,Thresh,0
ESPORTSTMNT02/1395482,BRCC,,0,1,10.12,Team oNe eSports,Redemption eSports Porto Alegre,Trundle,Syndra,Sett,Ezreal,Kalista,Varus,Azir,Wukong,Lulu,Camille,Jayce,Volibear,Viktor,Aphelios,Blitzcrank,Aatrox,Graves,Orianna,Cassiopeia,Thresh,0
6250-8148,LPL,Summer,0,1,10.12,LNG Esports,Bilibili Gaming,Nidalee,Ezreal,Syndra,Sett,Renekton,Varus,Jarvan IV,Thresh,Twisted Fate,LeBlanc,Volibear,Graves,Orianna,Aphelios,Leona,Ornn,Trundle,Zoe,Kalista,Nautilus,0
6250-8149,LPL,Summer,0,2,10.12,Bilibili Gaming,LNG Esports,Jarvan IV,LeBlanc,Kalista,Wukong,Rek'Sai,Varus,Nidalee,Ornn,Bard,Yuumi,Volibear,Trundle,Zoe,Ezreal,Leona,Renekton,Gragas,Syndra,Aphelios,Thresh,1
6251-8150,LPL,Summer,0,1,10.12,Royal Never Give Up,Team WE,Galio,Twisted Fate,Ashe,Yuumi,,Varus,Aphelios,Kalista,Nautilus,Maokai,Renekton,Nidalee,Syndra,Senna,Pantheon,Ornn,Graves,Rumble,Ezreal,Karma,1
6251-8151,LPL,Summer,0,2,10.12,Team WE,Royal Never Give Up,Nidalee,Kalista,Senna,Graves,Lee Sin,Varus,Galio,Ornn,Aurelion Sol,Fiddlesticks,Renekton,Trundle,Karma,Aphelios,Nautilus,Mordekaiser,Jarvan IV,Twisted Fate,Ashe,Thresh,1
6251-8152,LPL,Summer,0,3,10.12,Royal Never Give Up,Team WE,Galio,Twisted Fate,Ashe,Yuumi,Karma,Varus,Aphelios,Kalista,Pantheon,Nautilus,Renekton,Nidalee,Azir,Senna,Sett,Ornn,Graves,Syndra,Ezreal,Gragas,0
ESPORTSTMNT02/1385814,BRCC,,0,1,10.12,Falkol,RED Canids,Kalista,Graves,Volibear,Ezreal,Senna,Twisted Fate,Syndra,Varus,Orianna,LeBlanc,Ornn,Rek'Sai,Akali,Aphelios,Nautilus,Wukong,Lee Sin,Azir,Vel'Koz,Leona,0
ESPORTSTMNT02/1385833,BRCC,,0,1,10.12,Havan Liberty Gaming,Redemption eSports Porto Alegre,Syndra,Trundle,Volibear,Yuumi,Bard,Varus,Karma,Kalista,Ornn,Mordekaiser,Maokai,Graves,Azir,Sivir,Nautilus,Wukong,Lee Sin,Ezreal,Senna,Tahm Kench,0
ESPORTSTMNT02/1385836,BRCC,,0,1,10.12,Rensga eSports,Team oNe eSports,Thresh,Azir,Senna,Bard,Yuumi,Varus,Volibear,Karma,Nautilus,Jax,Mordekaiser,Graves,Syndra,Ashe,Braum,Wukong,Lee Sin,Malzahar,Ezreal,Soraka,0
6353-8153,LDL,Summer,0,1,10.12,Royal Club,eStar Young,Nidalee,Ekko,Pantheon,Karthus,Yuumi,Trundle,Varus,Graves,Galio,LeBlanc,Jax,Jarvan IV,Corki,Aphelios,Thresh,Olaf,Shyvana,Sett,Ezreal,Nautilus,0
6353-8154,LDL,Summer,0,2,10.12,Royal Club,eStar Young,Nidalee,Olaf,Pantheon,Yuumi,Wukong,Trundle,Graves,Varus,Lee Sin,Rek'Sai,Volibear,Kindred,Zoe,Aphelios,Sett,Poppy,Ekko,Renekton,Ezreal,Nautilus,0
ESPORTSTMNT02/1385861,LCK,Summer,0,1,10.12,T1,DAMWON Gaming,Senna,Pantheon,Syndra,Zoe,Jayce,Varus,Twisted Fate,Sett,Azir,LeBlanc,Mordekaiser,Lee Sin,Neeko,Kalista,Nautilus,Wukong,Trundle,Sylas,Ezreal,Bard,0
6355-8156,LDL,Summer,0,1,10.12,All Combo,Oh My Dream,Ziggs,Renekton,Zoe,Volibear,Jayce,Wukong,Ekko,Graves,Jax,Ornn,Mordekaiser,Trundle,LeBlanc,Varus,Karma,Aatrox,Nidalee,Syndra,Ezreal,Sett,1
6354-8155,LDL,Summer,0,1,10.12,Bilibili Gaming Junior,Dominus Esports Young,Ekko,Pantheon,Sett,Lucian,Nocturne,Nidalee,Twisted Fate,Varus,Aphelios,Senna,Renekton,Lee Sin,Galio,Kai'Sa,Nautilus,Poppy,Sylas,Syndra,Kalista,Thresh,0
6355-8157,LDL,Summer,0,2,10.12,Oh My Dream,All Combo,Wukong,Ekko,Graves,Kai'Sa,Varus,Ziggs,Renekton,Trundle,Aatrox,Volibear,Poppy,Rek'Sai,Corki,Ezreal,Sett,Jax,Lee Sin,Galio,Sivir,Karma,1
6354-8160,LDL,Summer,0,2,10.12,Dominus Esports Young,Bilibili Gaming Junior,Nidalee,Twisted Fate,Aphelios,Trundle,Olaf,Varus,Sett,Ekko,Sylas,Karthus,Volibear,Kha'Zix,Syndra,Kalista,Nautilus,Renekton,Lee Sin,Zoe,Ashe,Thresh,1
